Sample Index,GX Raw (LSB),GY Raw (LSB),GZ Raw (LSB),GX Uncal (dps),GY Uncal (dps),GZ Uncal (dps),GX Cal (dps),GY Cal (dps),GZ Cal (dps),Roll Angle Uncal (deg),Pitch Angle Uncal (deg),Yaw Angle Uncal (deg),Roll Angle Cal (deg),Pitch Angle Cal (deg),Yaw Angle Cal (deg)
1,-1112,104,-90,-8.488550,0.793893,-0.687023,-0.426588,0.248588,-0.413931,-0.084885,0.007939,-0.006870,-0.004266,0.002486,-0.004139
2,-1077,155,-82,-8.221374,1.183206,-0.625954,-0.159412,0.637901,-0.352863,-0.167099,0.019771,-0.013130,-0.005860,0.008865,-0.007668
3,-1052,171,-77,-8.030534,1.305344,-0.587786,0.031427,0.760038,-0.314695,-0.247405,0.032824,-0.019008,-0.005546,0.016465,-0.010815
4,-1070,131,-76,-8.167939,1.000000,-0.580153,-0.105977,0.454695,-0.307061,-0.329084,0.042824,-0.024809,-0.006605,0.021012,-0.013885
5,-1057,158,-76,-8.068702,1.206107,-0.580153,-0.006740,0.660802,-0.307061,-0.409771,0.054885,-0.030611,-0.006673,0.027620,-0.016956
6,-1042,55,-6,-7.954198,0.419847,-0.045802,0.107763,-0.125458,0.227290,-0.489313,0.059084,-0.031069,-0.005595,0.026366,-0.014683
7,-991,17,-249,-7.564885,0.129771,-1.900763,0.497076,-0.415534,-1.627672,-0.564962,0.060382,-0.050076,-0.000625,0.022210,-0.030960
8,-1015,-7,-5,-7.748092,-0.053435,-0.038168,0.313870,-0.598740,0.234924,-0.642443,0.059847,-0.050458,0.002514,0.016223,-0.028611
9,-992,13,16,-7.572519,0.099237,0.122137,0.489443,-0.446069,0.395229,-0.718168,0.060840,-0.049237,0.007409,0.011762,-0.024658
10,-993,25,16,-7.580153,0.190840,0.122137,0.481809,-0.354466,0.395229,-0.793969,0.062748,-0.048015,0.012227,0.008218,-0.020706
11,-1013,-6,21,-7.732824,-0.045802,0.160305,0.329137,-0.591107,0.433397,-0.871298,0.062290,-0.046412,0.015518,0.002306,-0.016372
12,-779,-12,-5,-5.946565,-0.091603,-0.038168,2.115397,-0.636908,0.234924,-0.930763,0.061374,-0.046794,0.036672,-0.004063,-0.014023
13,-777,21,15,-5.931298,0.160305,0.114504,2.130664,-0.385000,0.387595,-0.990076,0.062977,-0.045649,0.057979,-0.007913,-0.010147
14,-1049,-252,10,-8.007634,-1.923664,0.076336,0.054328,-2.468969,0.349427,-1.070153,0.043740,-0.044885,0.058522,-0.032602,-0.006653
15,-1074,106,-70,-8.198473,0.809160,-0.534351,-0.136511,0.263855,-0.261260,-1.152137,0.051832,-0.050229,0.057157,-0.029964,-0.009265
16,-1057,125,-59,-8.068702,0.954198,-0.450382,-0.006740,0.408893,-0.177290,-1.232824,0.061374,-0.054733,0.057089,-0.025875,-0.011038
17,-1055,136,-71,-8.053435,1.038168,-0.541985,0.008527,0.492863,-0.268893,-1.313359,0.071756,-0.060153,0.057175,-0.020946,-0.013727
18,-1063,146,-87,-8.114504,1.114504,-0.664122,-0.052542,0.569198,-0.391031,-1.394504,0.082901,-0.066794,0.056649,-0.015254,-0.017637
19,-1091,126,-87,-8.328244,0.961832,-0.664122,-0.266282,0.416527,-0.391031,-1.477786,0.092519,-0.073435,0.053986,-0.011089,-0.021548
20,-1086,133,-69,-8.290076,1.015267,-0.526718,-0.228115,0.469962,-0.253626,-1.560687,0.102672,-0.078702,0.051705,-0.006389,-0.024084
21,-1091,126,-82,-8.328244,0.961832,-0.625954,-0.266282,0.416527,-0.352863,-1.643969,0.112290,-0.084962,0.049043,-0.002224,-0.027613
22,-1059,136,-91,-8.083969,1.038168,-0.694656,-0.022008,0.492863,-0.421565,-1.724809,0.122672,-0.091908,0.048822,0.002705,-0.031828
23,-1009,111,-80,-7.702290,0.847328,-0.610687,0.359672,0.302023,-0.337595,-1.801832,0.131145,-0.098015,0.052419,0.005725,-0.035204
24,-1255,23,-244,-9.580153,0.175573,-1.862595,-1.518191,-0.369733,-1.589504,-1.897634,0.132901,-0.116641,0.037237,0.002027,-0.051099
25,-1023,14,-255,-7.809160,0.106870,-1.946565,0.252802,-0.438435,-1.673473,-1.975725,0.133969,-0.136107,0.039765,-0.002357,-0.067834
26,-1022,28,-5,-7.801527,0.213740,-0.038168,0.260435,-0.331565,0.234924,-2.053740,0.136107,-0.136489,0.042370,-0.005673,-0.065485
27,-1037,34,-4,-7.916031,0.259542,-0.030534,0.145931,-0.285763,0.242557,-2.132901,0.138702,-0.136794,0.043829,-0.008530,-0.063059
28,-779,26,-14,-5.946565,0.198473,-0.106870,2.115397,-0.346832,0.166221,-2.192366,0.140687,-0.137863,0.064983,-0.011998,-0.061397
29,-1017,33,-15,-7.763359,0.251908,-0.114504,0.298603,-0.293397,0.158588,-2.270000,0.143206,-0.139008,0.067969,-0.014932,-0.059811
30,-777,63,-28,-5.931298,0.480916,-0.213740,2.130664,-0.064389,0.059351,-2.329313,0.148015,-0.141145,0.089276,-0.015576,-0.059218
31,-1001,255,8,-7.641221,1.946565,0.061069,0.420740,1.401260,0.334160,-2.405725,0.167481,-0.140534,0.093483,-0.001564,-0.055876
32,-1087,23,242,-8.297710,0.175573,1.847328,-0.235748,-0.369733,2.120420,-2.488702,0.169237,-0.122061,0.091125,-0.005261,-0.034672
33,-1053,28,4,-8.038168,0.213740,0.030534,0.023794,-0.331565,0.303626,-2.569084,0.171374,-0.121756,0.091363,-0.008577,-0.031635
34,-1097,22,6,-8.374046,0.167939,0.045802,-0.312084,-0.377366,0.318893,-2.652824,0.173053,-0.121298,0.088243,-0.012350,-0.028447
35,-1074,-228,3,-8.198473,-1.740458,0.022901,-0.136511,-2.285763,0.295992,-2.734809,0.155649,-0.121069,0.086877,-0.035208,-0.025487
36,-1061,-5,23,-8.099237,-0.038168,0.175573,-0.037275,-0.583473,0.448664,-2.815802,0.155267,-0.119313,0.086505,-0.041043,-0.021000
37,-1024,-249,13,-7.816794,-1.900763,0.099237,0.245168,-2.446069,0.372328,-2.893969,0.136260,-0.118321,0.088956,-0.065503,-0.017277
38,-778,8,253,-5.938931,0.061069,1.931298,2.123031,-0.484237,2.204389,-2.953359,0.136870,-0.099008,0.110187,-0.070346,0.004767
39,-1073,21,9,-8.190840,0.160305,0.068702,-0.128878,-0.385000,0.341794,-3.035267,0.138473,-0.098321,0.108898,-0.074196,0.008185
40,-1076,108,-56,-8.213740,0.824427,-0.427481,-0.151779,0.279122,-0.154389,-3.117405,0.146718,-0.102595,0.107380,-0.071405,0.006641
41,-1135,108,-58,-8.664122,0.824427,-0.442748,-0.602160,0.279122,-0.169656,-3.204046,0.154962,-0.107023,0.101359,-0.068613,0.004945
42,-1112,101,-43,-8.488550,0.770992,-0.328244,-0.426588,0.225687,-0.055153,-3.288931,0.162672,-0.110305,0.097093,-0.066356,0.004393
43,-1113,108,-30,-8.496183,0.824427,-0.229008,-0.434221,0.279122,0.044084,-3.373893,0.170916,-0.112595,0.092750,-0.063565,0.004834
44,-1122,100,-34,-8.564885,0.763359,-0.259542,-0.502924,0.218053,0.013550,-3.459542,0.178550,-0.115191,0.087721,-0.061385,0.004969
45,-1084,88,-29,-8.274809,0.671756,-0.221374,-0.212847,0.126450,0.051718,-3.542290,0.185267,-0.117405,0.085593,-0.060120,0.005487
46,-1097,94,-31,-8.374046,0.717557,-0.236641,-0.312084,0.172252,0.036450,-3.626031,0.192443,-0.119771,0.082472,-0.058398,0.005851
47,-1093,111,-75,-8.343511,0.847328,-0.572519,-0.281550,0.302023,-0.299427,-3.709466,0.200916,-0.125496,0.079656,-0.055377,0.002857
48,-1055,134,-67,-8.053435,1.022901,-0.511450,0.008527,0.477595,-0.238359,-3.790000,0.211145,-0.130611,0.079742,-0.050602,0.000473
49,-1035,81,-81,-7.900763,0.618321,-0.618321,0.161198,0.073015,-0.345229,-3.869008,0.217328,-0.136794,0.081354,-0.049871,-0.002979
50,-1029,121,-64,-7.854962,0.923664,-0.488550,0.207000,0.378359,-0.215458,-3.947557,0.226565,-0.141679,0.083424,-0.046088,-0.005134
51,-1273,87,-65,-9.717557,0.664122,-0.496183,-1.655595,0.118817,-0.223092,-4.044733,0.233206,-0.146641,0.066868,-0.044900,-0.007365
52,-1280,122,-70,-9.770992,0.931298,-0.534351,-1.709031,0.385992,-0.261260,-4.142443,0.242519,-0.151985,0.049777,-0.041040,-0.009977
53,-1046,113,-62,-7.984733,0.862595,-0.473282,0.077229,0.317290,-0.200191,-4.222290,0.251145,-0.156718,0.050550,-0.037867,-0.011979
54,-1044,156,-82,-7.969466,1.190840,-0.625954,0.092496,0.645534,-0.352863,-4.301985,0.263053,-0.162977,0.051475,-0.031411,-0.015508
55,-1034,13,-237,-7.893130,0.099237,-1.809160,0.168832,-0.446069,-1.536069,-4.380916,0.264046,-0.181069,0.053163,-0.035872,-0.030868
56,-779,87,-73,-5.946565,0.664122,-0.557252,2.115397,0.118817,-0.284160,-4.440382,0.270687,-0.186641,0.074317,-0.034684,-0.033710
57,-1032,124,-88,-7.877863,0.946565,-0.671756,0.184099,0.401260,-0.398664,-4.519160,0.280153,-0.193359,0.076158,-0.030671,-0.037697
58,-1047,126,-69,-7.992366,0.961832,-0.526718,0.069595,0.416527,-0.253626,-4.599084,0.289771,-0.198626,0.076854,-0.026506,-0.040233
59,-1093,150,-79,-8.343511,1.145038,-0.603053,-0.281550,0.599733,-0.329962,-4.682519,0.301221,-0.204656,0.074038,-0.020509,-0.043532
60,-1081,116,-71,-8.251908,0.885496,-0.541985,-0.189947,0.340191,-0.268893,-4.765038,0.310076,-0.210076,0.072139,-0.017107,-0.046221
61,-1088,122,-79,-8.305344,0.931298,-0.603053,-0.243382,0.385992,-0.329962,-4.848092,0.319389,-0.216107,0.069705,-0.013247,-0.049521
62,-1098,112,-56,-8.381679,0.854962,-0.427481,-0.319718,0.309656,-0.154389,-4.931908,0.327939,-0.220382,0.066508,-0.010150,-0.051065
63,-1111,126,-58,-8.480916,0.961832,-0.442748,-0.418954,0.416527,-0.169656,-5.016718,0.337557,-0.224809,0.062318,-0.005985,-0.052761
64,-1018,116,-80,-7.770992,0.885496,-0.610687,0.290969,0.340191,-0.337595,-5.094427,0.346412,-0.230916,0.065228,-0.002583,-0.056137
65,-1224,68,-68,-9.343511,0.519084,-0.519084,-1.281550,-0.026221,-0.245992,-5.187863,0.351603,-0.236107,0.052413,-0.002845,-0.058597
66,-991,44,-49,-7.564885,0.335878,-0.374046,0.497076,-0.209427,-0.100954,-5.263511,0.354962,-0.239847,0.057383,-0.004940,-0.059607
67,-1001,57,-44,-7.641221,0.435115,-0.335878,0.420740,-0.110191,-0.062786,-5.339924,0.359313,-0.243206,0.061591,-0.006042,-0.060235
68,-1253,73,-55,-9.564885,0.557252,-0.419847,-1.502924,0.011947,-0.146756,-5.435573,0.364885,-0.247405,0.046562,-0.005922,-0.061702
69,-992,91,-65,-7.572519,0.694656,-0.496183,0.489443,0.149351,-0.223092,-5.511298,0.371832,-0.252366,0.051456,-0.004429,-0.063933
70,-1261,88,-62,-9.625954,0.671756,-0.473282,-1.563992,0.126450,-0.200191,-5.607557,0.378550,-0.257099,0.035816,-0.003164,-0.065935
71,-1250,79,-57,-9.541985,0.603053,-0.435115,-1.480023,0.057748,-0.162023,-5.702977,0.384580,-0.261450,0.021016,-0.002587,-0.067555
72,-1264,40,-228,-9.648855,0.305344,-1.740458,-1.586893,-0.239962,-1.467366,-5.799466,0.387634,-0.278855,0.005147,-0.004986,-0.082229
73,-1022,253,-5,-7.801527,1.931298,-0.038168,0.260435,1.385992,0.234924,-5.877481,0.406947,-0.279237,0.007751,0.008874,-0.079880
74,-786,3,27,-6.000000,0.022901,0.206107,2.061962,-0.522405,0.479198,-5.937481,0.407176,-0.277176,0.028371,0.003650,-0.075088
75,-769,12,20,-5.870229,0.091603,0.152672,2.191733,-0.453702,0.425763,-5.996183,0.408092,-0.275649,0.050288,-0.000887,-0.070830
76,-1024,6,16,-7.816794,0.045802,0.122137,0.245168,-0.499504,0.395229,-6.074351,0.408550,-0.274427,0.052740,-0.005882,-0.066878
77,-1027,-8,-255,-7.839695,-0.061069,-1.946565,0.222267,-0.606374,-1.673473,-6.152748,0.407939,-0.293893,0.054963,-0.011946,-0.083613
78,-1005,246,-244,-7.671756,1.877863,-1.862595,0.390206,1.332557,-1.589504,-6.229466,0.426718,-0.312519,0.058865,0.001379,-0.099508
79,-998,5,-249,-7.618321,0.038168,-1.900763,0.443641,-0.507137,-1.627672,-6.305649,0.427099,-0.331527,0.063301,-0.003692,-0.115784
80,-996,237,-7,-7.603053,1.809160,-0.053435,0.458908,1.263855,0.219656,-6.381679,0.445191,-0.332061,0.067890,0.008947,-0.113588
81,-779,38,-48,-5.946565,0.290076,-0.366412,2.115397,-0.255229,-0.093321,-6.441145,0.448092,-0.335725,0.089044,0.006394,-0.114521
82,-1139,114,-59,-8.694656,0.870229,-0.450382,-0.632695,0.324924,-0.177290,-6.528092,0.456794,-0.340229,0.082717,0.009644,-0.116294
83,-1111,112,-49,-8.480916,0.854962,-0.374046,-0.418954,0.309656,-0.100954,-6.612901,0.465344,-0.343969,0.078528,0.012740,-0.117303
84,-1106,99,-34,-8.442748,0.755725,-0.259542,-0.380786,0.210420,0.013550,-6.697328,0.472901,-0.346565,0.074720,0.014844,-0.117168
85,-1098,79,-47,-8.381679,0.603053,-0.358779,-0.319718,0.057748,-0.085687,-6.781145,0.478931,-0.350153,0.071523,0.015422,-0.118025
86,-1119,77,-30,-8.541985,0.587786,-0.229008,-0.480023,0.042481,0.044084,-6.866565,0.484809,-0.352443,0.066722,0.015847,-0.117584
87,-1101,95,240,-8.404580,0.725191,1.832061,-0.342618,0.179885,2.105153,-6.950611,0.492061,-0.334122,0.063296,0.017645,-0.096532
88,-1092,45,224,-8.335878,0.343511,1.709924,-0.273916,-0.201794,1.983015,-7.033969,0.495496,-0.317023,0.060557,0.015627,-0.076702
89,-1132,116,-54,-8.641221,0.885496,-0.412214,-0.579260,0.340191,-0.139122,-7.120382,0.504351,-0.321145,0.054764,0.019029,-0.078094
90,-1269,116,-71,-9.687023,0.885496,-0.541985,-1.625061,0.340191,-0.268893,-7.217252,0.513206,-0.326565,0.038514,0.022431,-0.080782
91,-1036,76,-75,-7.908397,0.580153,-0.572519,0.153565,0.034847,-0.299427,-7.296336,0.519008,-0.332290,0.040049,0.022780,-0.083777
92,-1045,117,-85,-7.977099,0.893130,-0.648855,0.084863,0.347824,-0.375763,-7.376107,0.527939,-0.338779,0.040898,0.026258,-0.087534
93,-1048,137,-85,-8.000000,1.045802,-0.648855,0.061962,0.500496,-0.375763,-7.456107,0.538397,-0.345267,0.041518,0.031263,-0.091292
94,-1034,132,-80,-7.893130,1.007634,-0.610687,0.168832,0.462328,-0.337595,-7.535038,0.548473,-0.351374,0.043206,0.035886,-0.094668
95,-1067,138,-88,-8.145038,1.053435,-0.671756,-0.083076,0.508130,-0.398664,-7.616489,0.559008,-0.358092,0.042375,0.040968,-0.098655
96,-1059,138,-78,-8.083969,1.053435,-0.595420,-0.022008,0.508130,-0.322328,-7.697328,0.569542,-0.364046,0.042155,0.046049,-0.101878
97,-1053,101,-33,-8.038168,0.770992,-0.251908,0.023794,0.225687,0.021183,-7.777710,0.577252,-0.366565,0.042393,0.048306,-0.101666
98,-996,80,-60,-7.603053,0.610687,-0.458015,0.458908,0.065382,-0.184924,-7.853740,0.583359,-0.371145,0.046982,0.048960,-0.103515
99,-1010,22,-28,-7.709924,0.167939,-0.213740,0.352038,-0.377366,0.059351,-7.930840,0.585038,-0.373282,0.050503,0.045186,-0.102922
100,-1023,35,-25,-7.809160,0.267176,-0.190840,0.252802,-0.278130,0.082252,-8.008931,0.587710,-0.375191,0.053031,0.042405,-0.102099
101,-778,45,-7,-5.938931,0.343511,-0.053435,2.123031,-0.201794,0.219656,-8.068321,0.591145,-0.375725,0.074261,0.040387,-0.099903
102,-1016,65,-3,-7.755725,0.496183,-0.022901,0.306237,-0.049122,0.250191,-8.145878,0.596107,-0.375954,0.077323,0.039895,-0.097401
103,-797,33,-10,-6.083969,0.251908,-0.076336,1.977992,-0.293397,0.196756,-8.206718,0.598626,-0.376718,0.097103,0.036961,-0.095433
104,-1018,49,-38,-7.770992,0.374046,-0.290076,0.290969,-0.171260,-0.016985,-8.284427,0.602366,-0.379618,0.100013,0.035249,-0.095603
105,-999,57,-16,-7.625954,0.435115,-0.122137,0.436008,-0.110191,0.150954,-8.360687,0.606718,-0.380840,0.104373,0.034147,-0.094094
106,-993,17,250,-7.580153,0.129771,1.908397,0.481809,-0.415534,2.181489,-8.436489,0.608015,-0.361756,0.109191,0.029992,-0.072279
107,-1085,59,247,-8.282443,0.450382,1.885496,-0.220481,-0.094924,2.158588,-8.519313,0.612519,-0.342901,0.106986,0.029042,-0.050693
108,-1074,41,11,-8.198473,0.312977,0.083969,-0.136511,-0.232328,0.357061,-8.601298,0.615649,-0.342061,0.105621,0.026719,-0.047122
109,-1088,37,4,-8.305344,0.282443,0.030534,-0.243382,-0.262863,0.303626,-8.684351,0.618473,-0.341756,0.103187,0.024090,-0.044086
110,-1051,34,11,-8.022901,0.259542,0.083969,0.039061,-0.285763,0.357061,-8.764580,0.621069,-0.340916,0.103578,0.021233,-0.040515
111,-786,11,0,-6.000000,0.083969,0.000000,2.061962,-0.461336,0.273092,-8.824580,0.621908,-0.340916,0.124197,0.016619,-0.037784
112,-1067,-5,7,-8.145038,-0.038168,0.053435,-0.083076,-0.583473,0.326527,-8.906031,0.621527,-0.340382,0.123367,0.010785,-0.034519
113,-1072,23,11,-8.183206,0.175573,0.083969,-0.121244,-0.369733,0.357061,-8.987863,0.623282,-0.339542,0.122154,0.007087,-0.030948
114,-1072,31,18,-8.183206,0.236641,0.137405,-0.121244,-0.308664,0.410496,-9.069695,0.625649,-0.338168,0.120942,0.004001,-0.026844
115,-1094,120,-67,-8.351145,0.916031,-0.511450,-0.289183,0.370725,-0.238359,-9.153206,0.634809,-0.343282,0.118050,0.007708,-0.029227
116,-1085,125,-76,-8.282443,0.954198,-0.580153,-0.220481,0.408893,-0.307061,-9.236031,0.644351,-0.349084,0.115845,0.011797,-0.032298
117,-1069,136,-53,-8.160305,1.038168,-0.404580,-0.098344,0.492863,-0.131489,-9.317634,0.654733,-0.353130,0.114862,0.016726,-0.033613
118,-1098,118,-77,-8.381679,0.900763,-0.587786,-0.319718,0.355458,-0.314695,-9.401450,0.663740,-0.359008,0.111665,0.020280,-0.036760
119,-1098,114,-54,-8.381679,0.870229,-0.412214,-0.319718,0.324924,-0.139122,-9.485267,0.672443,-0.363130,0.108467,0.023529,-0.038151
120,-1114,130,-58,-8.503817,0.992366,-0.442748,-0.441855,0.447061,-0.169656,-9.570305,0.682366,-0.367557,0.104049,0.028000,-0.039847
121,-1106,124,-61,-8.442748,0.946565,-0.465649,-0.380786,0.401260,-0.192557,-9.654733,0.691832,-0.372214,0.100241,0.032013,-0.041773
122,-1108,122,-92,-8.458015,0.931298,-0.702290,-0.396053,0.385992,-0.429198,-9.739313,0.701145,-0.379237,0.096280,0.035873,-0.046065
123,-1060,149,-82,-8.091603,1.137405,-0.625954,-0.029641,0.592099,-0.352863,-9.820229,0.712519,-0.385496,0.095984,0.041794,-0.049594
124,-1041,72,-45,-7.946565,0.549618,-0.343511,0.115397,0.004313,-0.070420,-9.899695,0.718015,-0.388931,0.097138,0.041837,-0.050298
125,-1002,71,-41,-7.648855,0.541985,-0.312977,0.413107,-0.003321,-0.039885,-9.976183,0.723435,-0.392061,0.101269,0.041803,-0.050697
126,-1009,91,-42,-7.702290,0.694656,-0.320611,0.359672,0.149351,-0.047519,-10.053206,0.730382,-0.395267,0.104866,0.043297,-0.051172
127,-1003,87,-48,-7.656489,0.664122,-0.366412,0.405473,0.118817,-0.093321,-10.129771,0.737023,-0.398931,0.108921,0.044485,-0.052105
128,-1258,84,-76,-9.603053,0.641221,-0.580153,-1.541092,0.095916,-0.307061,-10.225802,0.743435,-0.404733,0.093510,0.045444,-0.055176
129,-1279,98,-77,-9.763359,0.748092,-0.587786,-1.701397,0.202786,-0.314695,-10.323435,0.750916,-0.410611,0.076496,0.047472,-0.058323
130,-1280,94,-62,-9.770992,0.717557,-0.473282,-1.709031,0.172252,-0.200191,-10.421145,0.758092,-0.415344,0.059405,0.049195,-0.060324
131,-1034,72,-249,-7.893130,0.549618,-1.900763,0.168832,0.004313,-1.627672,-10.500076,0.763588,-0.434351,0.061094,0.049238,-0.076601
132,-1032,30,-21,-7.877863,0.229008,-0.160305,0.184099,-0.316298,0.112786,-10.578855,0.765878,-0.435954,0.062935,0.046075,-0.075473
133,-990,5,-250,-7.557252,0.038168,-1.908397,0.504710,-0.507137,-1.635305,-10.654427,0.766260,-0.455038,0.067982,0.041003,-0.091826
134,-1015,2,6,-7.748092,0.015267,0.045802,0.313870,-0.530038,0.318893,-10.731908,0.766412,-0.454580,0.071120,0.035703,-0.088637
135,-803,13,234,-6.129771,0.099237,1.786260,1.932191,-0.446069,2.059351,-10.793206,0.767405,-0.436718,0.090442,0.031242,-0.068044
136,-1100,109,-22,-8.396947,0.832061,-0.167939,-0.334985,0.286756,0.105153,-10.877176,0.775725,-0.438397,0.087093,0.034110,-0.066992
137,-1088,92,240,-8.305344,0.702290,1.832061,-0.243382,0.156985,2.105153,-10.960229,0.782748,-0.420076,0.084659,0.035680,-0.045941
138,-1088,118,-51,-8.305344,0.900763,-0.389313,-0.243382,0.355458,-0.116221,-11.043282,0.791756,-0.423969,0.082225,0.039234,-0.047103
139,-1059,144,-72,-8.083969,1.099237,-0.549618,-0.022008,0.553931,-0.276527,-11.124122,0.802748,-0.429466,0.082005,0.044774,-0.049868
140,-1268,69,-51,-9.679389,0.526718,-0.389313,-1.617427,-0.018588,-0.116221,-11.220916,0.808015,-0.433359,0.065831,0.044588,-0.051031
141,-1254,60,-55,-9.572519,0.458015,-0.419847,-1.510557,-0.087290,-0.146756,-11.316641,0.812595,-0.437557,0.050725,0.043715,-0.052498
142,-1002,72,-23,-7.648855,0.549618,-0.175573,0.413107,0.004313,0.097519,-11.393130,0.818092,-0.439313,0.054856,0.043758,-0.051523
143,-1228,68,-57,-9.374046,0.519084,-0.435115,-1.312084,-0.026221,-0.162023,-11.486870,0.823282,-0.443664,0.041735,0.043496,-0.053143
144,-1256,77,-70,-9.587786,0.587786,-0.534351,-1.525824,0.042481,-0.261260,-11.582748,0.829160,-0.449008,0.026477,0.043921,-0.055756
145,-1276,87,-72,-9.740458,0.664122,-0.549618,-1.678496,0.118817,-0.276527,-11.680153,0.835802,-0.454504,0.009692,0.045109,-0.058521
146,-1271,82,-77,-9.702290,0.625954,-0.587786,-1.640328,0.080649,-0.314695,-11.777176,0.842061,-0.460382,-0.006711,0.045915,-0.061668
147,-1280,60,-7,-9.770992,0.458015,-0.053435,-1.709031,-0.087290,0.219656,-11.874885,0.846641,-0.460916,-0.023802,0.045042,-0.059471
148,-772,27,-10,-5.893130,0.206107,-0.076336,2.168832,-0.339198,0.196756,-11.933817,0.848702,-0.461679,-0.002113,0.041650,-0.057504
149,-774,-1,21,-5.908397,-0.007634,0.160305,2.153565,-0.552939,0.433397,-11.992901,0.848626,-0.460076,0.019422,0.036121,-0.053170
150,-1014,254,-250,-7.740458,1.938931,-1.908397,0.321504,1.393626,-1.635305,-12.070305,0.868015,-0.479160,0.022637,0.050057,-0.069523
151,-1005,-21,-245,-7.671756,-0.160305,-1.870229,0.390206,-0.705611,-1.597137,-12.147023,0.866412,-0.497863,0.026539,0.043001,-0.085494
152,-981,0,-11,-7.488550,0.000000,-0.083969,0.573412,-0.545305,0.189122,-12.221908,0.866412,-0.498702,0.032274,0.037548,-0.083603
153,-1024,20,-15,-7.816794,0.152672,-0.114504,0.245168,-0.392634,0.158588,-12.300076,0.867939,-0.499847,0.034725,0.033622,-0.082017
154,-1016,11,-250,-7.755725,0.083969,-1.908397,0.306237,-0.461336,-1.635305,-12.377634,0.868779,-0.518931,0.037788,0.029008,-0.098370
155,-1011,29,-251,-7.717557,0.221374,-1.916031,0.344405,-0.323931,-1.642939,-12.454809,0.870992,-0.538092,0.041232,0.025769,-0.114800
156,-773,7,245,-5.900763,0.053435,1.870229,2.161198,-0.491870,2.143321,-12.513817,0.871527,-0.519389,0.062844,0.020850,-0.093366
157,-1086,35,-11,-8.290076,0.267176,-0.083969,-0.228115,-0.278130,0.189122,-12.596718,0.874198,-0.520229,0.060563,0.018069,-0.091475
158,-1103,82,249,-8.419847,0.625954,1.900763,-0.357885,0.080649,2.173855,-12.680916,0.880458,-0.501221,0.056984,0.018876,-0.069737
159,-1110,65,253,-8.473282,0.496183,1.931298,-0.411321,-0.049122,2.204389,-12.765649,0.885420,-0.481908,0.052870,0.018384,-0.047693
160,-1082,41,15,-8.259542,0.312977,0.114504,-0.197580,-0.232328,0.387595,-12.848244,0.888550,-0.480763,0.050895,0.016061,-0.043817
161,-1083,48,0,-8.267176,0.366412,0.000000,-0.205214,-0.178893,0.273092,-12.930916,0.892214,-0.480763,0.048843,0.014272,-0.041086
162,-1111,25,9,-8.480916,0.190840,0.068702,-0.418954,-0.354466,0.341794,-13.015725,0.894122,-0.480076,0.044653,0.010727,-0.037668
163,-1086,8,20,-8.290076,0.061069,0.152672,-0.228115,-0.484237,0.425763,-13.098626,0.894733,-0.478550,0.042372,0.005885,-0.033410
164,-1092,19,11,-8.335878,0.145038,0.083969,-0.273916,-0.400267,0.357061,-13.181985,0.896183,-0.477710,0.039633,0.001882,-0.029840
165,-1099,115,-79,-8.389313,0.877863,-0.603053,-0.327351,0.332557,-0.329962,-13.265878,0.904962,-0.483740,0.036359,0.005208,-0.033139
166,-1052,156,-91,-8.030534,1.190840,-0.694656,0.031427,0.645534,-0.421565,-13.346183,0.916870,-0.490687,0.036673,0.011663,-0.037355
167,-1048,150,-61,-8.000000,1.145038,-0.465649,0.061962,0.599733,-0.192557,-13.426183,0.928321,-0.495344,0.037293,0.017661,-0.039281
168,-1063,137,-82,-8.114504,1.045802,-0.625954,-0.052542,0.500496,-0.352863,-13.507328,0.938779,-0.501603,0.036768,0.022666,-0.042809
169,-1078,107,-74,-8.229008,0.816794,-0.564885,-0.167046,0.271489,-0.291794,-13.589618,0.946947,-0.507252,0.035097,0.025381,-0.045727
170,-1081,109,-61,-8.251908,0.832061,-0.465649,-0.189947,0.286756,-0.192557,-13.672137,0.955267,-0.511908,0.033198,0.028248,-0.047653
171,-1138,125,-44,-8.687023,0.954198,-0.335878,-0.625061,0.408893,-0.062786,-13.759008,0.964809,-0.515267,0.026947,0.032337,-0.048281
172,-1103,104,-62,-8.419847,0.793893,-0.473282,-0.357885,0.248588,-0.200191,-13.843206,0.972748,-0.520000,0.023368,0.034823,-0.050282
173,-1069,128,-63,-8.160305,0.977099,-0.480916,-0.098344,0.431794,-0.207824,-13.924809,0.982519,-0.524809,0.022385,0.039141,-0.052361
174,-1052,105,-61,-8.030534,0.801527,-0.465649,0.031427,0.256221,-0.192557,-14.005115,0.990534,-0.529466,0.022699,0.041703,-0.054286
175,-1261,78,-49,-9.625954,0.595420,-0.374046,-1.563992,0.050115,-0.100954,-14.101374,0.996489,-0.533206,0.007059,0.042204,-0.055296
176,-993,85,-55,-7.580153,0.648855,-0.419847,0.481809,0.103550,-0.146756,-14.177176,1.002977,-0.537405,0.011877,0.043240,-0.056763
177,-977,79,-57,-7.458015,0.603053,-0.435115,0.603947,0.057748,-0.162023,-14.251756,1.009008,-0.541756,0.017917,0.043817,-0.058384
178,-1260,80,-66,-9.618321,0.610687,-0.503817,-1.556359,0.065382,-0.230725,-14.347939,1.015115,-0.546794,0.002353,0.044471,-0.060691
