Time (s),AX (g),AY (g),AZ (g),GX (dps),GY (dps),GZ (dps),Roll Gyro Pure (deg),Pitch Gyro Pure (deg),Yaw Gyro Pure (deg),Roll Accel (deg),Pitch Accel (deg),Roll CF (deg),Pitch CF (deg),Yaw CF (deg),Compass Heading (deg)
0.000,0.0251,0.0095,1.1492,0.6836,0.0968,-0.0339,0.0137,0.0019,257.2918,0.4747,-1.2535,0.0321,-0.0483,257.2918,257.29
0.020,0.0166,0.0342,1.1702,0.1034,-0.3078,0.3248,0.0157,-0.0042,257.2853,1.6731,-0.8125,0.0997,-0.0848,257.2832,257.23
0.040,0.0051,0.0291,1.1641,0.5233,0.0052,-1.6675,0.0262,-0.0041,257.3186,1.4297,-0.2523,0.1630,-0.0914,257.3132,257.23
0.060,-0.0142,0.0288,1.1602,0.2943,-0.4146,0.4241,0.0321,-0.0124,257.3102,1.4225,0.6991,0.2190,-0.0677,257.3015,257.22
0.080,-0.0007,0.0498,1.1318,2.2714,-0.3765,0.4546,0.0775,-0.0199,257.3011,2.5196,0.0370,0.3546,-0.0707,257.2950,257.36
0.100,0.0022,0.0503,1.1194,0.0118,-0.4604,0.3096,0.0778,-0.0291,257.2949,2.5725,-0.1124,0.4436,-0.0812,257.2923,257.38
0.121,0.0107,0.0408,1.1116,-0.1256,-0.4375,0.2332,0.0752,-0.0379,257.2902,2.1006,-0.5533,0.5075,-0.1085,257.2913,257.38
0.141,0.0183,0.0161,1.0840,-0.2782,0.2800,-0.2019,0.0697,-0.0323,257.2942,0.8516,-0.9676,0.5159,-0.1375,257.3166,257.83
0.161,0.0459,0.0337,1.0474,0.2485,0.0358,-0.1408,0.0746,-0.0316,257.2971,1.8424,-2.5080,0.5737,-0.2316,257.3425,257.90
0.181,0.0447,0.0256,1.0720,0.1874,0.4022,-0.1866,0.0784,-0.0235,257.3008,1.3698,-2.3858,0.6092,-0.3101,257.3681,257.90
0.201,0.0598,0.0000,1.0789,-0.0187,0.2342,-0.2935,0.0780,-0.0189,257.3067,0.0000,-3.1734,0.5844,-0.4201,257.3953,257.91
0.221,0.0562,0.0063,1.0950,0.2027,0.2648,-0.3775,0.0821,-0.0136,257.3142,0.3321,-2.9356,0.5782,-0.5157,257.4230,257.91
0.241,0.0269,0.0076,1.0942,0.3553,0.1274,-0.3546,0.0892,-0.0110,257.3213,0.3963,-1.4059,0.5778,-0.5488,257.4491,257.91
0.261,0.0112,-0.0063,1.1370,-1.4233,0.1884,-0.1255,0.0607,-0.0072,257.3238,-0.3199,-0.5659,0.5145,-0.5459,257.4699,257.91
0.281,-0.0120,0.0354,1.1643,0.4240,-0.1704,0.0195,0.0692,-0.0106,257.3234,1.7415,0.5884,0.5718,-0.5038,257.4870,257.91
0.301,-0.0181,0.0217,1.1169,-0.2630,0.0739,2.1645,0.0639,-0.0092,257.2801,1.1145,0.9265,0.5884,-0.4452,257.4622,257.91
0.321,-0.0105,0.0396,1.1499,0.3019,1.3793,-1.5912,0.0700,0.0184,257.3120,1.9699,0.5228,0.6495,-0.3800,257.5106,257.91
0.341,0.0051,0.0654,1.1128,2.3172,-0.2391,-1.6828,0.1163,0.0136,257.3456,3.3650,-0.2635,0.8026,-0.3799,257.5587,257.91
0.361,0.0034,0.0356,1.1140,-0.1179,-0.2620,0.2485,0.1140,0.0084,257.3406,1.8326,-0.1757,0.8415,-0.3768,257.5679,257.91
0.381,0.0208,0.0298,1.0872,-0.0645,-0.3307,0.4851,0.1127,0.0018,257.3309,1.5694,-1.0931,0.8694,-0.4118,257.5721,257.91
0.402,0.0439,0.0330,1.0645,-0.3088,0.0281,0.0882,0.1065,0.0023,257.3292,1.7735,-2.3629,0.8996,-0.4893,257.5762,257.71
0.422,0.0425,0.0188,1.0767,-0.3011,0.1426,0.0958,0.1005,0.0052,257.3273,1.0003,-2.2591,0.8979,-0.5573,257.5787,257.69
0.442,0.0623,0.0000,1.1345,0.5080,0.0281,-0.2248,0.1106,0.0058,257.3318,0.0000,-3.1409,0.8717,-0.6601,257.5871,257.68
0.462,0.0479,0.0120,1.1091,0.2561,0.0358,0.0348,0.1158,0.0065,257.3311,0.6180,-2.4703,0.8665,-0.7318,257.5902,257.68
0.482,0.0515,0.0095,1.1206,-1.5378,0.4327,-0.3088,0.0850,0.0151,257.3372,0.4868,-2.6319,0.8218,-0.7995,257.5890,257.41
0.502,0.0427,-0.0129,1.1672,0.7141,0.0587,-0.1866,0.0993,0.0163,257.3410,-0.6351,-2.0961,0.7772,-0.8503,257.5839,257.37
0.522,0.0171,0.0288,1.1433,0.8821,0.0663,-0.0568,0.1169,0.0176,257.3421,1.4434,-0.8561,0.8208,-0.8492,257.5762,257.37
0.542,0.0112,0.0466,1.1833,0.4164,-0.3307,0.0806,0.1252,0.0110,257.3405,2.2566,-0.5433,0.8862,-0.8434,257.5652,257.34
0.562,-0.0154,0.0229,1.1719,0.3019,1.3793,0.3935,0.1313,0.0386,257.3326,1.1219,0.7518,0.9014,-0.7531,257.5485,257.34
0.582,0.0137,0.0293,1.1399,-1.5531,0.1808,-0.1408,0.1002,0.0422,257.3354,1.4723,-0.6869,0.8945,-0.7469,257.5427,257.34
0.602,0.0312,0.0359,1.1235,-0.1408,0.1579,-0.4309,0.0974,0.0454,257.3441,1.8296,-1.5924,0.9292,-0.7777,257.5490,257.49
0.622,0.0513,0.0300,1.1018,-0.1637,0.0434,0.1111,0.0941,0.0462,257.3418,1.5612,-2.6632,0.9513,-0.8523,257.5447,257.49
0.642,0.0476,0.0051,1.1006,-0.2401,0.0739,-0.1332,0.0893,0.0477,257.3445,0.2669,-2.4768,0.9193,-0.9159,257.5462,257.52
0.663,0.0530,0.0078,1.1033,0.1721,0.3487,-0.2324,0.0928,0.0547,257.3491,0.4057,-2.7491,0.9021,-0.9825,257.5497,257.52
0.684,0.0222,0.0139,1.1504,0.7370,-0.0177,-0.1255,0.1075,0.0543,257.3517,0.6931,-1.1063,0.9079,-0.9878,257.5568,257.67
0.704,0.0076,0.0410,1.1714,0.2103,-0.3307,0.3477,0.1117,0.0477,257.3447,2.0054,-0.3700,0.9558,-0.9694,257.5554,257.69
0.724,-0.0073,0.0325,1.1699,0.4698,-0.5062,-1.5988,0.1211,0.0376,257.3767,1.5898,0.3586,0.9902,-0.9260,257.5914,257.69
0.744,-0.0156,0.0317,1.1584,-1.5683,-0.2162,0.2027,0.0898,0.0333,257.3726,1.5694,0.7725,0.9832,-0.8622,257.5915,257.69
0.764,0.0029,0.0601,1.1155,0.0118,-0.4910,0.3706,0.0900,0.0235,257.3652,3.0819,-0.1503,1.0674,-0.8432,257.5884,257.69
0.784,0.0098,0.0400,1.1155,-0.1027,-0.4146,0.3096,0.0879,0.0152,257.3590,2.0557,-0.5013,1.1050,-0.8375,257.5866,257.69
0.804,0.0168,0.0381,1.0876,-0.1714,-0.1704,0.1340,0.0845,0.0118,257.3563,2.0055,-0.8868,1.1377,-0.8427,257.5771,257.41
0.824,0.0339,0.0437,1.0647,-0.1485,0.0587,-0.0263,0.0815,0.0129,257.3569,2.3504,-1.8241,1.1834,-0.8809,257.5694,257.37
0.844,0.0583,0.0046,1.1548,-1.4157,0.1045,-0.2553,0.0532,0.0150,257.3620,0.2302,-2.8926,1.1180,-0.9593,257.5661,257.37
0.864,0.0500,0.0076,1.0806,0.2943,0.0510,0.0958,0.0591,0.0160,257.3601,0.4013,-2.6518,1.0950,-1.0260,257.5562,257.37
0.884,0.0596,0.0137,1.1091,0.1950,0.2037,-0.3240,0.0630,0.0201,257.3665,0.7062,-3.0741,1.0832,-1.1040,257.5592,257.47
0.904,0.0449,-0.0151,1.1558,0.5691,0.1197,-0.1790,0.0744,0.0225,257.3701,-0.7503,-2.2256,1.0208,-1.1466,257.5599,257.49
0.924,-0.0054,0.0129,1.1621,0.6912,0.0281,-0.1713,0.0882,0.0231,257.3735,0.6379,0.2648,1.0188,-1.0896,257.5605,257.49
0.945,-0.0112,0.0308,1.1458,0.5385,-0.4146,0.0729,0.0990,0.0148,257.3721,1.5379,0.5614,1.0499,-1.0315,257.5520,257.38
0.965,0.0042,0.0542,1.1611,0.4088,-0.5520,0.3248,0.1072,0.0037,257.3656,2.6725,-0.2046,1.1226,-1.0091,257.5384,257.37
0.985,0.0132,0.0408,1.0562,-0.1332,0.0587,0.3172,0.1045,0.0049,257.3592,2.2107,-0.7146,1.1636,-0.9962,257.5253,257.36
1.005,0.0186,0.0308,1.1174,-0.2248,0.2800,-0.2859,0.1000,0.0105,257.3650,1.5769,-0.9509,1.1758,-0.9890,257.5180,257.21
1.025,0.0388,0.0312,1.0730,-0.3393,-0.1017,2.1569,0.0932,0.0085,257.3218,1.6682,-2.0710,1.1890,-1.0342,257.4641,257.21
1.045,0.0540,-0.0020,1.0977,-0.1866,0.2571,-0.0110,0.0895,0.0136,257.3220,-0.1019,-2.8141,1.1338,-1.1005,257.4530,257.18
1.065,0.0508,0.0154,1.1047,-0.0721,0.2266,-0.1484,0.0880,0.0182,257.3250,0.7977,-2.6316,1.1189,-1.1574,257.4448,257.18
1.085,0.0564,0.0125,1.1206,-1.5378,0.3716,-0.5454,0.0573,0.0256,257.3359,0.6366,-2.8809,1.0701,-1.2192,257.4661,257.71
1.105,0.0388,-0.0034,1.1509,-1.5149,0.2648,-0.1637,0.0270,0.0309,257.3392,-0.1702,-1.9318,0.9914,-1.2426,257.4824,257.80
1.125,0.0244,0.0330,1.1636,0.5080,-0.2009,0.0500,0.0371,0.0269,257.3382,1.6225,-1.2015,1.0264,-1.2448,257.4944,257.81
1.145,0.0149,0.0322,1.1689,1.9279,0.0052,0.0653,0.0757,0.0270,257.3369,1.5792,-0.7296,1.0855,-1.2241,257.4950,257.54
1.165,-0.0112,0.0173,1.1665,0.4317,-0.5673,0.1798,0.0843,0.0156,257.3333,0.8513,0.5515,1.0845,-1.1640,257.4934,257.54
1.185,-0.0049,0.0542,1.1228,2.0653,-0.2467,0.4012,0.1256,0.0107,257.3253,2.7636,0.2489,1.1913,-1.1122,257.4860,257.50
1.205,0.0002,0.0554,1.1096,-0.0798,-0.5062,0.2027,0.1240,0.0006,257.3212,2.8593,-0.0126,1.2565,-1.0779,257.4824,257.49
1.225,0.0222,0.0344,1.0867,-0.1637,-0.1398,0.3172,0.1208,-0.0022,257.3149,1.8144,-1.1707,1.2756,-1.0843,257.4670,257.25
1.245,0.0383,0.0315,1.0776,-0.3393,0.1732,-0.0416,0.1140,0.0012,257.3157,1.6740,-2.0362,1.2851,-1.1191,257.4576,257.21
1.266,0.0439,0.0127,1.0977,-0.3164,0.1045,-0.2782,0.1077,0.0033,257.3213,0.6626,-2.2925,1.2541,-1.1640,257.4529,257.21
1.286,0.0544,-0.0139,1.1409,0.5691,-0.3383,-1.6141,0.1190,-0.0034,257.3536,-0.6988,-2.7319,1.1869,-1.2332,257.4740,257.21
1.306,0.0574,0.0024,1.1160,0.2256,0.1121,-0.3851,0.1236,-0.0012,257.3613,0.1253,-2.9430,1.1488,-1.2995,257.4706,257.21
1.326,0.0110,-0.0125,1.1711,0.6072,-0.0253,-0.1637,0.1357,-0.0017,257.3645,-0.6091,-0.5374,1.0901,-1.2695,257.4632,257.21
1.346,-0.0142,0.0264,1.1531,0.4546,-0.0253,0.0882,0.1448,-0.0022,257.3628,1.3099,0.7034,1.1076,-1.1910,257.4556,257.32
1.366,-0.0015,0.0208,1.1614,0.3782,-0.4757,0.2332,0.1524,-0.0117,257.3581,1.0237,0.0723,1.1115,-1.1496,257.4462,257.33
1.386,0.0039,0.0471,1.1638,0.4088,-0.6131,0.4012,0.1605,-0.0240,257.3501,2.3184,-0.1921,1.1677,-1.1231,257.4340,257.34
1.406,0.0198,0.0305,1.1096,-0.0569,-0.4146,0.1951,0.1594,-0.0323,257.3462,1.5754,-1.0206,1.1829,-1.1270,257.4327,257.49
1.426,0.0366,0.0037,1.0767,-0.0798,0.2800,-0.0416,0.1578,-0.0267,257.3470,0.1949,-1.9481,1.1418,-1.1544,257.4369,257.52
1.446,0.0518,0.0032,1.1008,0.1263,-0.0940,-0.1866,0.1603,-0.0286,257.3507,0.1652,-2.6919,1.1052,-1.2177,257.4439,257.52
1.466,0.0537,0.0095,1.1038,-0.1714,0.3411,-0.1713,0.1569,-0.0217,257.3542,0.4942,-2.7858,1.0775,-1.2739,257.4503,257.52
1.486,0.0530,0.0120,1.1262,0.1950,0.4938,-0.2553,0.1608,-0.0119,257.3593,0.6086,-2.6931,1.0624,-1.3212,257.4689,257.79
1.506,0.0325,-0.0054,1.1536,-1.5531,0.1884,-0.2019,0.1297,-0.0081,257.3633,-0.2668,-1.6123,0.9795,-1.3292,257.4873,257.83
1.526,0.0183,0.0337,1.1448,0.6530,-0.0177,-0.0492,0.1428,-0.0085,257.3643,1.6858,-0.9160,1.0203,-1.3130,257.5022,257.84
1.546,0.0039,0.0293,1.1726,0.4088,-0.1246,0.1569,0.1510,-0.0109,257.3612,1.4312,-0.1908,1.0445,-1.2705,257.5073,257.70
1.566,-0.0032,0.0366,1.1555,0.4775,-0.4452,0.3477,0.1605,-0.0198,257.3542,1.8152,0.1573,1.0845,-1.2220,257.5077,257.68
1.587,0.0051,0.0400,1.0815,0.0653,0.3258,-0.4233,0.1618,-0.0133,257.3627,2.1201,-0.2714,1.1272,-1.1777,257.5228,257.68
1.607,0.0015,0.0435,1.1045,-0.0569,-0.3001,0.2714,0.1607,-0.0193,257.3572,2.2532,-0.0759,1.1712,-1.1394,257.5239,257.68
1.627,0.0320,0.0332,1.0723,-0.1866,-0.0558,2.0729,0.1570,-0.0204,257.3158,1.7736,-1.7076,1.1917,-1.1632,257.4948,257.79
1.647,0.0566,0.0159,1.0876,-0.2248,0.2571,-0.2630,0.1525,-0.0153,257.3210,0.8359,-2.9807,1.1731,-1.2310,257.5123,257.81
1.667,0.0361,-0.0042,1.1025,-0.1103,0.5167,-0.2477,0.1503,-0.0050,257.3260,-0.2157,-1.8770,1.1155,-1.2469,257.5289,257.81
1.687,0.0562,0.0083,1.1174,0.3477,0.3335,-0.2706,0.1572,0.0017,257.3314,0.4256,-2.8767,1.0945,-1.3057,257.5506,257.94
1.707,0.0159,0.0383,1.1465,0.6072,1.3411,-1.5836,0.1694,0.0285,257.3631,1.9148,-0.7926,1.1390,-1.2594,257.5976,257.96
1.727,-0.0017,0.0229,1.1169,2.0805,-0.3307,0.4241,0.2110,0.0219,257.3546,1.1771,0.0876,1.1805,-1.2119,257.6042,257.97
1.747,-0.0088,0.0386,1.1443,0.4851,-0.3688,2.1645,0.2207,0.0145,257.3113,1.9307,0.4398,1.2198,-1.1529,257.5771,257.97
1.767,0.0059,0.0554,1.1121,2.2485,-0.3917,0.3172,0.2656,0.0067,257.3050,2.8530,-0.3015,1.3283,-1.1263,257.5866,257.97
1.787,0.0063,0.0352,1.1077,-0.1332,1.3793,0.4851,0.2630,0.0343,257.2953,1.8179,-0.3282,1.3453,-1.0679,257.5925,257.97
1.807,0.0229,0.0352,1.0706,-0.0111,-0.1780,2.1874,0.2627,0.0307,257.2515,1.8809,-1.2274,1.3665,-1.0777,257.5654,257.97
1.828,0.0459,0.0249,1.0645,-0.3775,0.0205,-0.0263,0.2552,0.0311,257.2520,1.3402,-2.4683,1.3582,-1.1330,257.5820,257.97
1.848,0.0557,0.0022,1.0991,-0.1179,0.3640,-0.1790,0.2528,0.0384,257.2556,0.1145,-2.8992,1.3062,-1.1966,257.6008,257.97
1.868,0.0613,-0.0037,1.1423,0.4164,-0.3612,-1.6752,0.2612,0.0312,257.2891,-0.1837,-3.0706,1.2546,-1.2785,257.6403,257.78
1.888,0.0525,0.0159,1.1152,0.3553,0.3411,-0.2401,0.2683,0.0380,257.2939,0.8152,-2.6945,1.2439,-1.3286,257.6506,257.78
1.908,0.0156,-0.0037,1.1541,0.7447,0.0816,-0.2706,0.2832,0.0396,257.2993,-0.1818,-0.7757,1.2011,-1.3049,257.6599,257.76
1.928,0.0239,0.0176,1.1541,0.6454,-0.0024,-0.0492,0.2961,0.0396,257.3003,0.8726,-1.1875,1.2004,-1.3003,257.6645,257.75
1.948,0.0103,0.0210,1.1575,0.1034,-0.1398,0.2409,0.2981,0.0368,257.2955,1.0392,-0.5075,1.1959,-1.2712,257.6493,257.40
1.968,-0.0132,0.0442,1.1738,0.4851,-0.4070,-1.5836,0.3078,0.0287,257.3272,2.1559,0.6430,1.2436,-1.2025,257.6675,257.34
1.988,-0.0002,0.0537,1.1404,0.1187,-0.3765,0.4699,0.3102,0.0211,257.3178,2.6966,0.0123,1.3040,-1.1611,257.6452,257.34
2.008,0.0183,0.0078,1.0986,-0.2019,0.2953,-0.0339,0.3062,0.0270,257.3185,0.4074,-0.9548,1.2643,-1.1472,257.6379,257.45
2.028,0.0107,0.0242,1.1052,-0.0874,0.1426,-0.3546,0.3044,0.0299,257.3255,1.2528,-0.5567,1.2622,-1.1208,257.6370,257.45
2.048,0.0352,0.0396,1.0801,-0.1637,0.2953,0.1416,0.3012,0.0358,257.3227,2.0971,-1.8631,1.2924,-1.1449,257.6273,257.46
2.068,0.0615,0.0212,1.0828,-0.1561,0.1503,-0.1484,0.2980,0.0388,257.3257,1.1238,-3.2515,1.2827,-1.2262,257.6236,257.46
2.088,0.0544,0.0105,1.1216,0.2714,0.3793,-0.3088,0.3035,0.0464,257.3319,0.5363,-2.7789,1.2580,-1.2811,257.6359,257.78
2.108,0.0286,-0.0061,1.0967,-1.5378,0.1961,-0.2553,0.2727,0.0503,257.3370,-0.3189,-1.4920,1.1654,-1.2857,257.6486,257.83
2.129,0.0215,0.0291,1.1360,0.7752,-0.0558,-0.1484,0.2882,0.0492,257.3399,1.4650,-1.0831,1.1923,-1.2787,257.6590,257.84
2.149,0.0112,0.0442,1.1377,2.2637,-0.5444,0.2714,0.3335,0.0383,257.3345,2.2243,-0.5651,1.2770,-1.2606,257.6395,257.30
2.169,-0.0090,0.0330,1.1770,2.2179,-0.2620,0.3248,0.3778,0.0331,257.3280,1.6040,0.4396,1.3327,-1.1976,257.6197,257.30
2.189,0.0068,0.0481,1.1240,0.4240,-0.3994,0.4164,0.3863,0.0251,257.3197,2.4501,-0.3481,1.3855,-1.1713,257.5957,257.22
2.209,0.0081,0.0398,1.1223,-0.1256,-0.3612,0.2867,0.3838,0.0178,257.3139,2.0307,-0.4110,1.4089,-1.1479,257.5746,257.21
2.229,0.0217,0.0381,1.0940,-0.1027,-0.0635,0.4699,0.3818,0.0166,257.3045,1.9939,-1.1371,1.4304,-1.1486,257.5509,257.21
2.249,0.0396,0.0347,1.0764,-0.2248,0.2037,2.0653,0.3773,0.0207,257.2632,1.8447,-2.1032,1.4426,-1.1829,257.4974,257.21
2.269,0.0369,0.0115,1.0952,-0.3622,0.1884,-0.0721,0.3700,0.0244,257.2647,0.6003,-1.9278,1.4020,-1.2091,257.4871,257.21
2.289,0.0469,-0.0068,1.1479,-1.5225,0.2266,-0.5072,0.3396,0.0290,257.2748,-0.3412,-2.3383,1.3030,-1.2499,257.5061,257.72
2.309,0.0469,0.0151,1.1372,-1.4691,-0.3307,0.2638,0.3102,0.0223,257.2695,0.7626,-2.3602,1.2532,-1.3007,257.5126,257.80
2.329,0.0430,-0.0059,1.1511,-1.5454,0.0587,-0.2782,0.2793,0.0235,257.2751,-0.2916,-2.1377,1.1617,-1.3330,257.5293,257.80
2.349,0.0234,0.0271,1.1448,0.5920,-0.1017,0.0348,0.2911,0.0215,257.2744,1.3561,-1.1725,1.1809,-1.3286,257.5183,257.27
2.369,0.0149,0.0249,1.1548,0.5080,-0.4146,0.1416,0.3013,0.0132,257.2716,1.2354,-0.7387,1.1928,-1.3129,257.5025,257.19
2.389,-0.0007,0.0173,1.1716,-1.5149,-0.4070,-1.6752,0.2710,0.0050,257.3051,0.8476,0.0358,1.1499,-1.2668,257.5217,257.18
2.409,-0.0120,0.0410,1.1372,0.0576,-2.4299,0.4699,0.2721,-0.0436,257.2957,2.0656,0.6023,1.1876,-1.2387,257.5141,257.56
2.430,0.0293,0.0393,1.0747,-0.1714,-0.1093,2.2027,0.2687,-0.0457,257.2516,2.0946,-1.5605,1.2206,-1.2536,257.4757,257.61
2.450,0.0508,0.0190,1.0688,-1.4767,0.0968,-0.1637,0.2392,-0.0438,257.2549,1.0207,-2.7197,1.1843,-1.3104,257.4846,257.62
2.470,0.0469,0.0457,1.0701,-0.4920,0.2342,0.0119,0.2293,-0.0391,257.2547,2.4430,-2.5060,1.2252,-1.3538,257.4899,257.62
2.490,0.0579,0.0098,1.0828,-0.0187,0.2953,-0.3240,0.2290,-0.0332,257.2612,0.5167,-3.0588,1.1965,-1.4163,257.5087,257.81
2.510,0.0500,0.0071,1.1057,0.0805,0.4556,-0.3469,0.2306,-0.0241,257.2681,0.3669,-2.5916,1.1648,-1.4545,257.5284,257.83
2.530,0.0254,-0.0029,1.0940,-1.3775,0.1350,-0.1484,0.2030,-0.0214,257.2711,-0.1534,-1.3295,1.0857,-1.4470,257.5436,257.84
2.550,0.0183,0.0342,1.1460,0.6225,-0.0711,-0.2095,0.2155,-0.0228,257.2753,1.7084,-0.9150,1.1225,-1.4270,257.5379,257.30
2.570,-0.0095,0.0281,1.1670,2.2485,-0.1933,-0.0110,0.2604,-0.0267,257.2755,1.3782,0.4673,1.1759,-1.3550,257.5254,257.22
2.590,-0.0073,0.0322,1.0669,-0.4233,0.1350,-0.0034,0.2520,-0.0240,257.2755,1.7301,0.3931,1.1900,-1.2825,257.5128,257.21
2.610,0.0012,0.0488,1.1279,2.2714,-2.4452,0.2867,0.2974,-0.0729,257.2698,2.4788,-0.0620,1.2851,-1.2806,257.4951,257.21
2.630,0.0024,0.0422,1.1082,-0.0416,-0.2849,0.4012,0.2966,-0.0786,257.2618,2.1827,-0.1261,1.3202,-1.2399,257.4856,257.45
2.650,0.0229,0.0273,1.0835,0.0195,-0.2238,0.1111,0.2970,-0.0831,257.2596,1.4456,-1.2130,1.3256,-1.2431,257.4835,257.49
2.670,0.0518,0.0293,1.0759,-0.3088,0.1961,0.0577,0.2908,-0.0791,257.2584,1.5597,-2.7531,1.3291,-1.2997,257.4828,257.49
2.690,0.0391,0.0059,1.1016,-0.3317,0.3182,0.0348,0.2841,-0.0728,257.2577,0.3048,-2.0309,1.2817,-1.3229,257.4879,257.63
2.710,0.0547,0.0073,1.1096,0.1492,0.4098,-0.2630,0.2871,-0.0646,257.2630,0.3782,-2.8215,1.2484,-1.3749,257.4993,257.65
2.730,0.0540,0.0151,1.1550,0.6759,0.0205,-0.2477,0.3007,-0.0642,257.2679,0.7508,-2.6743,1.2415,-1.4265,257.5102,257.65
2.751,0.0415,-0.0127,1.1450,0.2714,-0.0253,0.3248,0.3061,-0.0647,257.2614,-0.6352,-2.0758,1.1717,-1.4530,257.4998,257.41
2.771,0.0251,0.0186,1.1558,0.6072,-0.1093,0.0958,0.3182,-0.0669,257.2595,0.9198,-1.2463,1.1732,-1.4468,257.4943,257.41
2.791,0.0132,0.0273,1.1655,0.5767,-0.3917,-1.6675,0.3298,-0.0747,257.2929,1.3439,-0.6479,1.1911,-1.4224,257.5213,257.37
2.811,-0.0042,0.0322,1.1589,0.5156,-0.4528,-1.6370,0.3401,-0.0838,257.3256,1.5928,0.2051,1.2171,-1.3660,257.5465,257.36
2.831,0.0129,0.0620,1.1389,-0.2859,-0.3154,2.1722,0.3344,-0.0901,257.2822,3.1166,-0.6500,1.2876,-1.3434,257.5000,257.43
2.851,0.0359,0.0317,1.1228,0.0576,-0.3688,2.1264,0.3355,-0.0974,257.2396,1.6191,-1.8300,1.3020,-1.3699,257.4565,257.43
2.871,0.0471,0.0063,1.1038,0.1798,0.4022,-0.4614,0.3391,-0.0894,257.2489,0.3295,-2.4444,1.2665,-1.4052,257.4646,257.44
2.891,0.0454,0.0029,1.0769,-0.3393,0.4327,-0.3164,0.3323,-0.0807,257.2552,0.1559,-2.4146,1.2156,-1.4373,257.4695,257.44
2.911,0.0608,0.0071,1.0806,-0.0187,0.2648,-0.1713,0.3319,-0.0754,257.2586,0.3754,-3.2199,1.1816,-1.5035,257.4715,257.44
2.931,0.0518,0.0088,1.1287,0.2332,0.4556,-0.3698,0.3366,-0.0663,257.2660,0.4462,-2.6255,1.1567,-1.5396,257.4771,257.44
2.951,0.0288,0.0054,1.1628,-1.4767,0.1045,-0.3775,0.3071,-0.0642,257.2736,0.2646,-1.4192,1.0926,-1.5328,257.4740,257.22
2.971,0.0183,0.0310,1.1462,0.7370,0.1121,-0.1637,0.3218,-0.0620,257.2768,1.5495,-0.9149,1.1251,-1.5059,257.4655,257.18
2.991,0.0046,0.0291,1.1716,2.2714,-0.0635,0.0424,0.3672,-0.0633,257.2760,1.4205,-0.2268,1.1805,-1.4560,257.4532,257.18
3.011,-0.0112,0.0552,1.1194,0.0729,-0.3917,2.2103,0.3687,-0.0711,257.2318,2.8219,0.5741,1.2475,-1.3823,257.4105,257.45
3.032,-0.0037,0.0566,1.1377,-0.2706,0.2266,-0.2324,0.3633,-0.0666,257.2364,2.8501,0.1842,1.3065,-1.3153,257.4180,257.49
3.053,0.0420,0.0005,1.1074,-0.1637,0.2419,-0.3240,0.3600,-0.0617,257.2429,0.0253,-2.1716,1.2521,-1.3449,257.4269,257.49
3.073,0.0596,0.0137,1.1108,0.2866,0.3793,-0.0721,0.3657,-0.0542,257.2444,0.7051,-3.0694,1.2357,-1.4066,257.4309,257.49
3.093,0.0530,0.0059,1.1331,0.1492,0.4632,-0.2401,0.3687,-0.0449,257.2492,0.2963,-2.6770,1.2010,-1.4485,257.4434,257.63
3.113,0.0261,-0.0051,1.1494,0.5614,0.1121,-0.1790,0.3800,-0.0426,257.2527,-0.2556,-1.3019,1.1535,-1.4405,257.4550,257.65
3.134,0.0161,0.0200,1.1479,0.6378,0.0129,-0.0645,0.3927,-0.0424,257.2540,0.9991,-0.8041,1.1596,-1.4148,257.4641,257.65
3.154,0.0098,0.0320,1.1719,0.4088,-0.3154,-1.6446,0.4009,-0.0487,257.2869,1.5633,-0.4773,1.1836,-1.3833,257.4915,257.36
3.174,-0.0085,0.0505,1.0715,-0.2859,0.3716,-0.0263,0.3952,-0.0413,257.2874,2.7003,0.4564,1.2387,-1.3026,257.4849,257.31
3.194,-0.0066,0.0410,1.1301,2.3095,-0.4910,0.3706,0.4414,-0.0511,257.2800,2.0785,0.3340,1.3167,-1.2466,257.4710,257.31
3.214,0.0122,0.0366,1.1111,-0.1561,-0.4146,0.3859,0.4382,-0.0594,257.2723,1.8878,-0.6291,1.3365,-1.2298,257.4571,257.31
3.234,0.0183,0.0410,1.1011,-0.0187,-0.2849,0.2180,0.4379,-0.0651,257.2680,2.1333,-0.9521,1.3680,-1.2242,257.4532,257.47
3.254,0.0374,0.0315,1.0696,-0.4309,0.2342,0.0577,0.4292,-0.0604,257.2668,1.6866,-1.9993,1.3725,-1.2507,257.4536,257.49
3.274,0.0581,0.0005,1.0935,-0.0798,0.1274,-0.2477,0.4276,-0.0578,257.2718,0.0256,-3.0417,1.3171,-1.3199,257.4599,257.49
3.294,0.0483,-0.0076,1.1003,0.0653,0.3106,-0.1713,0.4290,-0.0516,257.2752,-0.3941,-2.5154,1.2499,-1.3618,257.4645,257.49
3.314,0.0166,0.0356,1.1492,0.5233,-0.1017,-0.1103,0.4394,-0.0537,257.2774,1.7766,-0.8273,1.2810,-1.3423,257.4678,257.49
3.334,0.0183,0.0149,1.1497,0.4011,-0.5673,0.3554,0.4474,-0.0650,257.2703,0.7422,-0.9124,1.2672,-1.3360,257.4620,257.49
3.354,-0.0054,0.0149,1.1521,0.6225,-0.0177,-0.1026,0.4599,-0.0654,257.2723,0.7406,0.2671,1.2581,-1.2722,257.4653,257.49
